"구간번호","자치구 ID","자치구 이름","도로명","시점","종점","청소시각","청소종류","담당부서","부서 연락처"
"10026240","11","06 동대문구","청계천로","신답철교앞","성동구청","2016-01-22 00:00:00.0","기타청소","청소행정과","2127-4378"
"10026323","04","16 강서구","양천길","가양사거리","방화2단지","2016-01-22 00:00:00.0","기타청소","청소자원과","2600-4063"
"10026323","04","16 강서구","양천길","가양사거리","방화2단지","2016-01-22 00:00:00.0","기타청소","청소자원과","2600-4063"
"10026327","04","16 강서구","치현길","정곡초등교","방화2단지","2016-01-22 00:00:00.0","기타청소","청소자원과","2600-4063"
"10026327","04","16 강서구","치현길","정곡초등교","방화2단지","2016-01-22 00:00:00.0","기타청소","청소자원과","2600-4063"
"10026430","23","01 종로구","세종로","광화문","세종로사거리","2016-01-22 00:00:00.0","기타청소","청소행정과","2148-2382"
"10026597","23","01 종로구","사직로","광화문","경복궁","2016-01-22 00:00:00.0","기타청소","청소행정과","2148-2382"
"10026614","04","16 강서구","치현길","강서공고앞","정곡초등교","2016-01-22 00:00:00.0","기타청소","청소자원과","2600-4063"
"10026614","04","16 강서구","치현길","강서공고앞","정곡초등교","2016-01-22 00:00:00.0","기타청소","청소자원과","2600-4063"
"10026833","11","06 동대문구","무학로","안암오거리","용두동사거리","2016-01-22 00:00:00.0","기타청소","청소행정과","2127-4378"
"10026889","11","06 동대문구","보문로","신설동역","대광고교앞","2016-01-22 00:00:00.0","기타청소","청소행정과","2127-4378"
"10027019","11","06 동대문구","망우로","신진주예식장","청량리역","2016-01-22 00:00:00.0","기타청소","청소행정과","2127-4378"
"10027160","17","08 성북구","경동고길","성북세무서앞","경동고교입구","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027160","17","08 성북구","경동고길","성북세무서앞","경동고교입구","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027174","17","08 성북구","보문로","보문역","경동고교입구","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027175","17","08 성북구","성신길","경동고교입구","보문2교","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027176","17","08 성북구","경동고길","경동고교입구","성북세무서앞","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027182","17","08 성북구","보문로","경동고교입구","성북구청앞","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027183","17","08 성북구","성신길","보문2교","경동고교입구","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027191","17","08 성북구","삼선교길","한성대입구역","성북세무서앞","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027191","17","08 성북구","삼선교길","한성대입구역","성북세무서앞","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027247","17","08 성북구","성신길","보문2교","경동고교입구","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027253","17","08 성북구","안감내길","보문2교","성북경찰서","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027257","11","06 동대문구","동부간선도로중랑교연결램프","중랑교서단","중랑교입구","2016-01-22 00:00:00.0","기타청소","청소행정과","2127-4378"
"10027315","17","08 성북구","삼선교길","성북구청앞","성북경찰서","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027315","17","08 성북구","삼선교길","성북구청앞","성북경찰서","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027315","17","08 성북구","삼선교길","성북구청앞","성북경찰서","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027324","17","08 성북구","삼선교길","성북구청앞","성북세무서앞","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027324","17","08 성북구","삼선교길","성북구청앞","성북세무서앞","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027325","17","08 성북구","보문로","성북구청입구","성북구청앞","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027325","17","08 성북구","보문로","성북구청입구","성북구청앞","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027351","17","08 성북구","삼선교길","성북구청앞","성북경찰서","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027352","17","08 성북구","동선길","성북경찰서","성신여대앞","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027366","17","08 성북구","동선길","성신여대앞","성북경찰서","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027366","17","08 성북구","동선길","성신여대앞","성북경찰서","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027392","17","08 성북구","성신길","성신여대앞","보문2교","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027407","17","08 성북구","회기로","종암대교","고려대역","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027439","11","06 동대문구","휘경이길","동대문구청소차고","중랑교","2016-01-22 00:00:00.0","기타청소","청소행정과","2127-4378"
"10027468","11","06 동대문구","한천로","중랑교서단","동대문구청소차고","2016-01-22 00:00:00.0","기타청소","청소행정과","2127-4378"
"10027532","17","08 성북구","동소문로","성북구청입구","성신여대입구역","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027548","17","08 성북구","안감내길","성북경찰서","성신여대입구역","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027820","17","08 성북구","북악산길","아리랑사거리","미아리고개","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10027820","17","08 성북구","북악산길","아리랑사거리","미아리고개","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10028065","23","01 종로구","종암로","사대부고앞","종암사거리","2016-01-22 00:00:00.0","기타청소","청소행정과","2148-2382"
"10028071","17","08 성북구","내부순환로","길음램프(내부순환로본선)","종암JC(내부순환-북부간선)","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10028876","17","08 성북구","신내길","원묵초등교","화랑대역","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10028881","17","08 성북구","북부간선도로","화랑대사거리연결램프(북부간선","월릉교서측","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10028888","09","11 노원구","화랑로","화랑대역","화랑대사거리","2016-01-22 00:00:00.0","기타청소","자원순환과","2116-3803"
"10028888","17","08 성북구","화랑로","화랑대역","화랑대사거리","2016-01-22 00:00:00.0","기타청소","청소행정과","920-3379"
"10028898","22","12 은평구","연천초교길","불광중학교앞","불광2파출소앞","2016-01-22 00:00:00.0","기타청소","청소행정과","351-7573"
"10029735","09","11 노원구","상계로","삼창타워프라자","당현2교","2016-01-22 00:00:00.0","기타청소","자원순환과","2116-3803"
"10029885","09","11 노원구","노해길","상계7동사무소","노원역","2016-01-22 00:00:00.0","기타청소","자원순환과","2116-3803"
"10029944","09","11 노원구","온곡1길","상계초등교","온곡초교입구","2016-01-22 00:00:00.0","기타청소","자원순환과","2116-3803"
"10030103","09","11 노원구","늘푸른1길","상계8동사무소","상계11~13단지","2016-01-22 00:00:00.0","기타청소","자원순환과","2116-3803"
"10000073","17","08 성북구","능산길","신내IC","신내동주유소","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10000077","17","08 성북구","북부간선도로","신내동유출램프(북부간선도로본","신내IC","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10000079","17","08 성북구","북부간선도로","신내동유출램프(북부간선도로본","신내IC","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10000086","17","08 성북구","북부간선도로","월릉교서측","화랑대사거리연결램프(북부간선","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10000088","17","08 성북구","북부간선도로","월릉교서측","화랑대사거리연결램프(북부간선","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10000088","17","08 성북구","북부간선도로","월릉교서측","화랑대사거리연결램프(북부간선","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10000089","17","08 성북구","북부간선도로","월릉교서측","화랑대사거리연결램프(북부간선","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10000090","17","08 성북구","북부간선도로","월릉교서측","화랑대사거리연결램프(북부간선","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10000091","17","08 성북구","북부간선도로","월릉교서측","화랑대사거리연결램프(북부간선","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10000092","17","08 성북구","북부간선도로","월릉교서측","화랑대사거리연결램프(북부간선","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10000161","09","11 노원구","동1로","상계7~9단지","마들역","2016-01-23 00:00:00.0","기타청소","자원순환과","2116-3803"
"10000163","09","11 노원구","동1로","마들역","상계7~9단지","2016-01-23 00:00:00.0","기타청소","자원순환과","2116-3803"
"10000164","09","11 노원구","동1로","마들역","상계7~9단지","2016-01-23 00:00:00.0","기타청소","자원순환과","2116-3803"
"10000172","09","11 노원구","동1로","상계11~13단지","마들역","2016-01-23 00:00:00.0","기타청소","자원순환과","2116-3803"
"10000177","09","11 노원구","동1로","상계11~13단지","상계14-16단지","2016-01-23 00:00:00.0","기타청소","자원순환과","2116-3803"
"10000178","09","11 노원구","동1로","상계14-16단지","상계11~13단지","2016-01-23 00:00:00.0","기타청소","자원순환과","2116-3803"
"10000179","09","11 노원구","동1로","상계14-16단지","수락산역","2016-01-23 00:00:00.0","기타청소","자원순환과","2116-3803"
"10000179","09","11 노원구","동1로","상계14-16단지","수락산역","2016-01-23 00:00:00.0","기타청소","자원순환과","2116-3803"
"10000180","09","11 노원구","동1로","상계14-16단지","수락산역","2016-01-23 00:00:00.0","기타청소","자원순환과","2116-3803"
"10000180","09","11 노원구","동1로","상계14-16단지","수락산역","2016-01-23 00:00:00.0","기타청소","자원순환과","2116-3803"
"10000181","09","11 노원구","동1로","상계14-16단지","수락산역","2016-01-23 00:00:00.0","기타청소","자원순환과","2116-3803"
"10000348","09","11 노원구","동1로","수락산역","상계14-16단지","2016-01-23 00:00:00.0","기타청소","자원순환과","2116-3803"
"10000358","09","11 노원구"," ","수락산역","동부간선도로분기점","2016-01-23 00:00:00.0","기타청소","자원순환과","2116-3803"
"10000359","09","11 노원구"," ","수락산역","동부간선도로분기점","2016-01-23 00:00:00.0","기타청소","자원순환과","2116-3803"
"10000360","09","11 노원구"," ","수락산역","동부간선도로분기점","2016-01-23 00:00:00.0","기타청소","자원순환과","2116-3803"
"10000362","09","11 노원구"," ","동부간선도로분기점","수락산역","2016-01-23 00:00:00.0","기타청소","자원순환과","2116-3803"
"10000384","17","08 성북구","내부순환로","종암JC(내부순환-북부간선)","월곡램프(내부순환로본선)","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10000389","17","08 성북구","북부간선도로","종암JC(내부순환-북부간선)","하월곡램프(북부간선도로본선)","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10000393","17","08 성북구","북부간선도로","하월곡램프(북부간선도로본선)","종암JC(내부순환-북부간선)","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10000450","09","11 노원구"," ","동부간선도로분기점","수락산역","2016-01-23 00:00:00.0","기타청소","자원순환과","2116-3803"
"10000453","17","08 성북구","북부간선도로","하월곡램프(북부간선도로본선)","종암JC(내부순환-북부간선)","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10000462","13","14 마포구","내부순환로성산진입램프(내선)","상암교입구","성산진입램프(내부순환로본선)","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10000463","13","14 마포구","내부순환로성산진입램프(내선)","상암교입구","성산진입램프(내부순환로본선)","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10000500","09","11 노원구","수락지하차도","동부간선도로분기점","서울노원-경기의정부 경계","2016-01-23 00:00:00.0","기타청소","자원순환과","2116-3803"
"10000551","07","17 구로구","경인로","고척교","구로역","2016-01-23 00:00:00.0","기타청소","청소행정과","860-2896"
"10000552","07","17 구로구","경인로","고척교","구로역","2016-01-23 00:00:00.0","기타청소","청소행정과","860-2896"
"10000557","07","17 구로구","경인로","구로역","고척교","2016-01-23 00:00:00.0","기타청소","청소행정과","860-2896"
"10000574","07","17 구로구","경인로","신도림역","구로역","2016-01-23 00:00:00.0","기타청소","청소행정과","860-2896"
"10000575","07","17 구로구","경인로","신도림역","구로역","2016-01-23 00:00:00.0","기타청소","청소행정과","860-2896"
"10000577","07","17 구로구","경인로","신도림역","구로역","2016-01-23 00:00:00.0","기타청소","청소행정과","860-2896"
"10000577","07","17 구로구","경인로","신도림역","구로역","2016-01-23 00:00:00.0","기타청소","청소행정과","860-2896"
"10000680","04","16 강서구","신공항고속도로 개화터널","88JC","신공항고속도로 서울-김포 경계","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10000680","04","16 강서구","신공항고속도로 개화터널","88JC","신공항고속도로 서울-김포 경계","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10000681","04","16 강서구","신공항고속도로 개화터널","신공항고속도로 서울-김포 경계","88JC","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10000800","07","17 구로구","경인로","도림교","신도림역","2016-01-23 00:00:00.0","기타청소","청소행정과","860-2896"
"10000923","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10000923","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10000927","23","01 종로구","새문안길","당주동입구","세종로사거리","2016-01-23 00:00:00.0","기타청소","청소행정과","2148-2382"
"10000928","23","01 종로구","새문안길","세종로사거리","당주동입구","2016-01-23 00:00:00.0","기타청소","청소행정과","2148-2382"
"10000932","23","01 종로구","종로","종로구청입구","종로1가","2016-01-23 00:00:00.0","기타청소","청소행정과","2148-2382"
"10000937","23","01 종로구","종로","종로구청입구","세종로사거리","2016-01-23 00:00:00.0","기타청소","청소행정과","2148-2382"
"10000970","04","16 강서구","양천길","개화사거리","방화사거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10000988","16","04 성동구","내부순환로","마장램프(내부순환로본선)","사근램프(내부순환로본선)","2016-01-23 00:00:00.0","기타청소","청소행정과","2286-5530"
"10000988","16","04 성동구","내부순환로","마장램프(내부순환로본선)","사근램프(내부순환로본선)","2016-01-23 00:00:00.0","기타청소","",""
"10000991","04","16 강서구","양천길","공진초중교(까르푸)","가양3-5단지","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001003","04","16 강서구","양천길","공진초중교(까르푸)","가양사거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001004","04","16 강서구","양천길","공진초중교(까르푸)","가양사거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001005","04","16 강서구","양천길","공진초중교(까르푸)","가양사거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001006","04","16 강서구","양천길","공진초중교(까르푸)","가양사거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001007","04","16 강서구","양천길","가양사거리","공진초중교(까르푸)","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001007","04","16 강서구","양천길","가양사거리","공진초중교(까르푸)","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001008","04","16 강서구","양천길","가양사거리","공진초중교(까르푸)","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001008","04","16 강서구","양천길","가양사거리","공진초중교(까르푸)","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001009","04","16 강서구","양천길","가양사거리","공진초중교(까르푸)","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001009","04","16 강서구","양천길","가양사거리","공진초중교(까르푸)","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001010","04","16 강서구","양천길","가양사거리","공진초중교(까르푸)","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001010","04","16 강서구","양천길","가양사거리","공진초중교(까르푸)","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001029","13","14 마포구","강변북로","노을공원입구","가양대교북단","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10001030","13","14 마포구","강변북로","노을공원입구","가양대교북단","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10001030","13","14 마포구","강변북로","노을공원입구","가양대교북단","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10001036","23","01 종로구","새문안길","구세군회관","정동사거리","2016-01-23 00:00:00.0","기타청소","청소행정과","2148-2382"
"10001037","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001038","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001039","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001039","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001040","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001040","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001040","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001041","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001041","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001041","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001097","06","05 광진구","자양로","잠실대교북단","자양2동사거리","2016-01-23 00:00:00.0","기타청소","청소과","450-7613"
"10001098","06","05 광진구","자양로","자양2동사거리","잠실대교북단","2016-01-23 00:00:00.0","기타청소","청소과","450-7613"
"10001396","06","05 광진구","자양로","자양사거리","자양2동사거리","2016-01-23 00:00:00.0","기타청소","청소과","450-7613"
"10001456","03","25 강동구","올림픽대로","암사동점말","강일IC 서측(올림픽대로 김포방","2016-01-23 00:00:00.0","기타청소","청소행정과","480-1375"
"10001535","13","14 마포구","강변북로","양화대교북단","망원동펌프장","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10001540","04","16 강서구","공항로","서울도시가스","등촌삼거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001541","04","16 강서구","공항로","서울도시가스","등촌삼거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001542","04","16 강서구","공항로","서울도시가스","등촌삼거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001545","04","16 강서구","공항로","등촌삼거리","서울도시가스","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001546","04","16 강서구","공항로","등촌삼거리","서울도시가스","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001547","04","16 강서구","공항로","양화교","서울도시가스","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001549","04","16 강서구","양천길","양화교","가양6-9단지","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001550","04","16 강서구","양천길","양화교","가양6-9단지","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001550","04","16 강서구","양천길","양화교","가양6-9단지","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001554","04","16 강서구","양천길","양화교","가양6-9단지","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001585","13","14 마포구","강변북로","내부순환로입구(강변북로망원동)","망원동펌프장","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10001587","04","16 강서구","공항로","등촌삼거리","하이웨이주유소앞","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001587","04","16 강서구","공항로","등촌삼거리","하이웨이주유소앞","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001588","04","16 강서구","공항로","등촌삼거리","하이웨이주유소앞","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001588","04","16 강서구","공항로","등촌삼거리","하이웨이주유소앞","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001589","04","16 강서구","공항로","하이웨이주유소앞","등촌삼거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001590","04","16 강서구","공항로","하이웨이주유소앞","등촌삼거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001590","04","16 강서구","공항로","하이웨이주유소앞","등촌삼거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001591","04","16 강서구","공항로","하이웨이주유소앞","등촌삼거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001620","04","16 강서구"," ","외발산사거리","내발산삼거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001620","04","16 강서구"," ","외발산사거리","내발산삼거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001620","04","16 강서구"," ","외발산사거리","내발산삼거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001672","04","16 강서구","공항로","하이웨이주유소앞","강서구청입구","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001672","04","16 강서구","공항로","하이웨이주유소앞","강서구청입구","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001673","04","16 강서구","공항로","강서구청입구","하이웨이주유소앞","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001673","04","16 강서구","공항로","강서구청입구","하이웨이주유소앞","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001682","13","14 마포구","내부순환로성산대교연결램프(망","내부순환로입구(강변북로망원동)","성산분기점(내부순환로본선)","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10001684","13","14 마포구","내부순환로성산대교연결램프(망","내부순환로입구(강변북로망원동)","성산분기점(내부순환로본선)","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10001687","04","16 강서구","공항로","강서구청입구","88체육관","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001688","04","16 강서구","공항로","88체육관","강서구청입구","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001689","04","16 강서구","공항로","88체육관","강서구청입구","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001693","04","16 강서구","양천길","가양6-9단지","강서구청별관입구","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001696","04","16 강서구","양천길","강서구청별관입구","가양6-9단지","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001706","13","14 마포구","강변북로","성산대교북단","월드컵경기장입구(강변북로)","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10001708","13","14 마포구","성산로","상암교입구","성산대교북단","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10001709","13","14 마포구","성산로","상암교입구","성산대교북단","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10001710","04","16 강서구","공항로","88체육관","발산역","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001711","04","16 강서구","공항로","88체육관","발산역","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001712","04","16 강서구","공항로","발산역","88체육관","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001713","04","16 강서구","공항로","발산역","88체육관","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001714","04","16 강서구","공항로","발산역","88체육관","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001717","04","16 강서구","공항로","발산역","내발산삼거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001717","04","16 강서구","공항로","발산역","내발산삼거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001718","04","16 강서구","공항로","발산역","내발산삼거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001718","04","16 강서구","공항로","발산역","내발산삼거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001719","04","16 강서구","공항로","내발산삼거리","발산역","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001720","04","16 강서구","공항로","내발산삼거리","발산역","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001743","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001743","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001743","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001750","04","16 강서구","양천길","강서구청별관입구","가양대교남단","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001751","04","16 강서구","양천길","강서구청별관입구","가양대교남단","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001763","04","16 강서구","양천길","가양대교남단","가양3-5단지","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001763","04","16 강서구","양천길","가양대교남단","가양3-5단지","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001764","04","16 강서구","양천길","가양3-5단지","가양대교남단","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001765","04","16 강서구","양천길","가양3-5단지","가양대교남단","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001779","13","14 마포구","내부순환로성산대교연결램프(상","성산분기점(내부순환로본선)","월드컵경기장입구(강변북로)","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10001782","13","14 마포구","강변북로","월드컵경기장입구(강변북로)","노을공원입구","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10001782","13","14 마포구","강변북로","월드컵경기장입구(강변북로)","노을공원입구","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10001783","13","14 마포구","강변북로","월드컵경기장입구(강변북로)","노을공원입구","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10001783","13","14 마포구","강변북로","월드컵경기장입구(강변북로)","노을공원입구","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10001787","13","14 마포구","강변북로","노을공원입구","월드컵경기장입구(강변북로)","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10001788","13","14 마포구","강변북로","노을공원입구","월드컵경기장입구(강변북로)","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10001867","05","21 관악구","남부순환로","시흥IC(구로구)","구로전화국","2016-01-23 00:00:00.0","기타청소","청소행정과","880-3521"
"10001867","05","21 관악구","남부순환로","시흥IC(구로구)","구로전화국","2016-01-23 00:00:00.0","기타청소","청소행정과","880-3521"
"10001867","07","17 구로구","남부순환로","시흥IC(구로구)","구로전화국","2016-01-23 00:00:00.0","기타청소","청소행정과","860-2896"
"10001875","07","17 구로구","공단로","공단오거리","만민중앙교회","2016-01-23 00:00:00.0","기타청소","청소행정과","860-2896"
"10001876","07","17 구로구","공단로","만민중앙교회","공단오거리","2016-01-23 00:00:00.0","기타청소","청소행정과","860-2896"
"10001898","04","16 강서구","강서로","화곡사거리","화곡터널남단","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001899","04","16 강서구","공항로","88체육관","발산역","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
